1738;16/11/2018;001;003;006;009;010;013;014;017;018;0010;0011;0012;0013;0014;0015;19.993.628,00;1;GUARUJÁ\tSP;338;15785;167151;929220;1.500.274,31;1.365,75;20,00;8,00;4,00;0,00;2.000.000,00;13.448.787,77;
1737;14/11/2018;002;004;005;006;010;011;012;015;016;0020;0021;0022;0023;0024;0025;24.510.620,00;3;Curitiba\tPRRIODEJANEIRO\tRJJACAREÍ\tSP;562;19844;201111;994753;703.793,67;1.651,38;20,00;8,00;4,00;0,00;1.200.000,00;13.102.570,61;
1736;12/11/2018;003;006;007;009;011;012;013;015;016;0030;0031;0032;0033;0034;0035;23.868.416,00;4;CAMACAN\tBAAngradosReis\tRJRIOPARDO\tRSPIRACICABA\tSP;458;15461;184635;1015656;511.631,92;1.374,90;20,00;8,00;4,00;0,00;2.000.000,00;12.615.328,84;
1735;09/11/2018;001;002;003;006;010;012;013;014;015;0010;0011;0012;0013;0014;0015;25.635.240,00;1;SÃOPAULO\tSP;652;17668;198113;1106768;2.160.047,21;1.456,24;20,00;8,00;4,00;0,00;2.000.000,00;12.143.053,22;
1734;07/11/2018;001;002;003;006;007;008;010;011;015;0010;0011;0012;0013;0014;0015;24.887.562,00;4;GOIANA\tGOSERTÃOZINHO\tSPSÃOVICENTE\tSPCanalEletrônico\tXX;381;13050;176068;1004622;580.187,27;1.874,22;20,00;8,00;4,00;0,00;2.000.000,00;11.644.580,78;
1733;05/11/2018;001;002;004;005;008;009;012;013;014;0010;0011;0012;0013;0014;0015;19.628.736,00;4;RIODEJANEIRO\tRJPORTOALEGRE\tRSSANTOANDRÉ\tSPSÃOPAULO\tSP;406;13222;155865;854455;407.194,98;1.763,41;20,00;8,00;4,00;0,00;2.000.000,00;11.109.023,29;
1732;03/11/2018;001;003;005;009;010;012;013;014;017;0010;0011;0012;0013;0014;0015;21.358.122,00;2;VARGINHA\tMGCARUARU\tPE;610;19672;221671;1050923;657.041,05;946,91;20,00;8,00;4,00;0,00;1.500.000,00;10.733.151,00;
1731;31/10/2018;001;003;005;007;008;009;010;013;014;0010;0011;0012;0013;0014;0015;23.623.866,00;8;ARAGUARI\tMGBELOHORIZONTE\tMGBETIM\tMGDIVINÓPOLIS\tMGIBIÁ\tMGCACOAL\tROCAMPINAS\tSPHERCULÂNDIA\tSP;1128;28781;263913;1222945;151.405,36;471,99;20,00;8,00;4,00;0,00;2.000.000,00;10.429.901,28;
1730;29/10/2018;001;007;008;010;012;013;014;015;016;0010;0011;0012;0013;0014;0015;23.114.748,00;2;ITABIRA\tMGBARIRI\tSP;353;15446;185420;1011515;951.345,23;1.658,48;20,00;8,00;4,00;0,00;2.000.000,00;10.150.383,68;
1729;26/10/2018;001;002;004;006;008;009;010;011;012;0010;0011;0012;0013;0014;0015;25.246.602,00;7;MACEIÓ\tALUBERLÂNDIA\tMGCAMPONOVODOPARECIS\tMTCASCAVEL\tPRCURITIBA\tPRRIODEJANEIRO\tRJITAQUI\tRS;633;19093;196840;986735;327.645,55;1.592,63;20,00;8,00;4,00;0,00;2.000.000,00;9.711.301,25;
1728;24/10/2018;002;003;005;006;007;008;009;010;011;0020;0021;0022;0023;0024;0025;23.527.170,00;1;ABRECAMPO\tMG;324;14797;210554;1007593;1.905.592,45;1.809,68;20,00;8,00;4,00;0,00;2.000.000,00;9.182.027,68;
1727;22/10/2018;001;002;005;006;007;009;010;013;014;0010;0011;0012;0013;0014;0015;23.648.592,00;2;CIANORTE\tPRBAURU\tSP;327;13021;163677;952328;1.108.458,91;2.086,02;20,00;8,00;4,00;0,00;2.000.000,00;8.742.275,57;
1726;19/10/2018;001;003;005;006;008;010;011;012;014;0010;0011;0012;0013;0014;0015;25.271.546,00;23;\tBA;1603;29627;230850;1081489;82.883,95;522,73;20,00;8,00;4,00;0,00;2.000.000,00;8.230.679,15;
1725;17/10/2018;001;005;006;008;012;013;014;015;018;0010;0011;0012;0013;0014;0015;24.755.650,00;2;SÃODOMINGOS\tPBFlorianópolis\tSC;335;14581;184487;1066420;1.068.840,62;1.963,43;20,00;8,00;4,00;0,00;2.000.000,00;7.790.756,68;
1724;15/10/2018;005;006;007;009;010;011;012;013;015;0050;0051;0052;0053;0054;0055;18.979.678,00;3;SALVADOR\tBABRASÍLIA\tDFCURITIBA\tPR;364;11538;148459;822212;533.908,25;1.353,95;20,00;8,00;4,00;0,00;2.000.000,00;7.297.445,61;
1723;13/10/2018;001;002;004;006;007;010;011;012;013;0010;0011;0012;0013;0014;0015;20.364.554,00;6;PIRITIBA\tBAAPUCARANA\tPRLOANDA\tPRGUARATINGUETA\tSPPRESIDENTEEPITÁCIO\tSPJAÚDOTOCANTINS\tTO;440;13684;178170;884994;272.156,13;1.631,30;20,00;8,00;4,00;0,00;2.000.000,00;6.927.816,82;
1722;10/10/2018;002;004;005;007;008;011;012;014;015;0020;0021;0022;0023;0024;0025;24.989.314,00;8;SALVADOR\tBAAPARECIDADEGOIÂNIA\tGOCAMPOFLORIDO\tMGUBERLÂNDIA\tMGSTOANTONIODAPLATINA\tPRGRAVATAL\tSCSÃOBONIFÁCIO\tSCSÃOPAULO\tSP;791;20961;220025;1111321;239.329,10;1.063,96;20,00;8,00;4,00;0,00;1.700.000,00;6.550.985,26;
1721;08/10/2018;001;003;004;005;006;008;011;013;014;0010;0011;0012;0013;0014;0015;24.829.586,00;2;SÃOJOSÉDOSCAMPOS\tSPSÃOPAULO\tSP;518;16785;202244;1066382;1.033.820,81;1.754,54;20,00;8,00;4,00;0,00;2.000.000,00;6.109.146,92;
1720;05/10/2018;002;003;004;009;010;011;013;015;017;0020;0021;0022;0023;0024;0025;27.219.360,00;11;MANOELURBANO\tACPORTOSEGURO\tBAIBIRACI\tMGCOLOMBO\tPRCuritiba\tPRRIODEJANEIRO\tRJCARLOSBARBOSA\tRSPASSOFUNDO\tRSMOGIDASCRUZES\tSPPARANAPANEMA\tSPSÃOCARLOS\tSP;1412;46325;310397;1367577;120.757,54;413,51;20,00;8,00;4,00;0,00;2.000.000,00;5.631.998,85;
1719;03/10/2018;002;003;004;006;010;011;013;015;017;0020;0021;0022;0023;0024;0025;25.731.018,00;1;SIDROLÂNDIA\tMS;744;23135;244396;1205275;1.781.435,81;1.052,48;20,00;8,00;4,00;0,00;2.000.000,00;5.325.460,47;
1718;01/10/2018;002;003;005;006;007;008;010;011;012;0020;0021;0022;0023;0024;0025;25.279.474,00;7;GOIÂNIA\tGOSÃOLUIS\tMAMARABÁ\tPAPALOTINA\tPROSASCO\tSPSÃOPAULO\tSP;734;20973;230656;1137366;269.379,40;1.129,23;20,00;8,00;4,00;0,00;2.000.000,00;4.914.359,89;
1717;28/09/2018;001;003;004;005;007;008;009;010;011;0010;0011;0012;0013;0014;0015;35.525.816,00;2;Florianópolis\tSCSÃOPAULO\tSP;479;18118;254220;1502161;2.515.785,59;2.044,59;20,00;8,00;4,00;0,00;2.000.000,00;4.479.208,54;
1716;26/09/2018;001;003;004;005;007;010;011;012;013;0010;0011;0012;0013;0014;0015;24.076.348,00;0;;371;15517;201660;1112582;0,00;1.533,20;20,00;8,00;4,00;1.848.654,08;4.500.000,00;3.744.689,21;
1715;24/09/2018;001;002;004;006;008;011;013;016;017;0010;0011;0012;0013;0014;0015;24.314.326,00;4;TRINDADE\tGOFORMIGA\tMGBELÉM\tPASUDMENNUCCI\tSP;452;14827;179213;959062;565.746,29;1.540,49;20,00;8,00;4,00;0,00;2.000.000,00;3.318.076,72;
1714;21/09/2018;001;003;005;006;007;008;010;014;015;0010;0011;0012;0013;0014;0015;26.535.178,00;2;Curitiba\tPROSASCO\tSP;313;14016;190525;1109154;1.197.030,64;2.353,47;20,00;8,00;4,00;0,00;2.000.000,00;2.795.849,38;
1713;19/09/2018;001;004;008;009;010;012;013;015;016;0010;0011;0012;0013;0014;0015;26.126.004,00;3;VILAVELHA\tESVÁRZEAGRANDE\tMTSÃOPAULO\tSP;478;15885;192608;1053802;796.502,25;1.538,14;20,00;8,00;4,00;0,00;2.000.000,00;2.243.373,69;
1712;17/09/2018;001;003;005;006;007;010;013;014;015;0010;0011;0012;0013;0014;0015;26.104.914,00;14;ITAPARICA\tBASOBRAL\tCEBRASÍLIA\tDFSÃOMATEUS\tESBELOHORIZONTE\tMGCUIABÁ\tMTJOÃOALFREDO\tPETeresina\tPIPATOBRANCO\tPRRIODEJANEIRO\tRJPORTOALEGRE\tRSJUNDIAÍ\tSPPAULÍNIA\tSPSÃOBERNARDODOCAMPO\tSP;995;29650;222433;1205209;133.997,27;828,74;20,00;8,00;4,00;0,00;2.000.000,00;1.691.949,05;
1711;14/09/2018;001;002;003;004;005;008;010;011;013;0010;0011;0012;0013;0014;0015;26.447.934,00;3;COLATINA\tESRIODEJANEIRO\tRJCanalEletrônico\tXX;617;22062;279137;1389728;490.147,46;1.047,56;20,00;8,00;4,00;0,00;2.000.000,00;1.259.034,80;
1710;12/09/2018;002;004;005;006;007;009;010;011;012;0020;0021;0022;0023;0024;0025;27.708.648,00;2;BELOHORIZONTE\tMGIJUI\tRS;402;17043;223663;1152208;1.199.494,66;1.836,20;20,00;8,00;4,00;0,00;1.700.000,00;919.701,94;
1709;10/09/2018;001;003;004;005;011;012;013;015;018;0010;0011;0012;0013;0014;0015;18.411.742,00;1;SIDROLÂNDIA\tMS;219;9026;137470;803629;1.586.385,69;2.228,85;20,00;8,00;4,00;0,00;2.000.000,00;366.089,01;
1708;08/09/2018;001;002;003;004;006;007;008;009;010;0010;0011;0012;0013;0014;0015;272.855.056,00;33;\tBA;7488;231719;2785614;12507536;2.778.857,60;1.103,93;20,00;8,00;4,00;0,00;1.200.000,00;0,00;
1707;27/08/2018;002;005;009;010;011;012;013;016;017;0020;0021;0022;0023;0024;0025;22.026.762,00;1;DIADEMA\tSP;355;10913;156030;957334;1.934.936,27;1.677,09;20,00;8,00;4,00;0,00;85.000.000,00;68.556.788,05;
1706;24/08/2018;002;003;004;005;007;008;009;012;013;0020;0021;0022;0023;0024;0025;22.590.390,00;7;GOIANÓPOLIS\tGOCONCEIÇÃODAAPARECIDA\tMGTOMBOS\tMGLAGARTO\tSEDIADEMA\tSPPOLONI\tSPSÃOPAULO\tSP;647;19992;220698;1139578;199.487,33;948,69;20,00;8,00;4,00;0,00;2.000.000,00;68.110.264,29;
1705;22/08/2018;002;003;004;005;009;012;014;016;017;0020;0021;0022;0023;0024;0025;22.580.990,00;2;SALVADOR\tBAITAGUAÍ\tRJ;257;11524;171043;977956;973.256,16;2.330,46;20,00;8,00;4,00;0,00;2.000.000,00;67.788.015,52;
1704;20/08/2018;002;004;006;007;009;010;011;012;013;0020;0021;0022;0023;0024;0025;22.707.832,00;1;SÃOLUIS\tMA;380;14794;192804;960503;1.894.327,94;1.533,87;20,00;8,00;4,00;0,00;2.000.000,00;67.338.820,36;
1703;17/08/2018;001;003;006;008;009;010;012;013;014;0010;0011;0012;0013;0014;0015;24.573.222,00;2;SÃOPAULO\tSP;326;13067;182349;971391;1.148.105,89;2.167,26;20,00;8,00;4,00;0,00;2.000.000,00;66.901.667,75;
1702;15/08/2018;003;004;005;007;008;010;011;014;015;0030;0031;0032;0033;0034;0035;22.937.590,00;2;GOIÂNIA\tGO;406;15138;177312;982850;976.117,09;1.479,52;20,00;8,00;4,00;0,00;2.000.000,00;66.371.772,72;
1701;13/08/2018;001;002;003;005;006;007;008;010;013;0010;0011;0012;0013;0014;0015;23.009.560,00;3;SALVADOR\tBABRASÍLIA\tDFSÃOJOSÉDORIOPRETO\tSP;299;13531;193422;1028141;613.327,73;1.893,48;20,00;8,00;4,00;0,00;2.000.000,00;65.921.257,13;
1700;10/08/2018;001;002;003;006;007;008;012;013;014;0010;0011;0012;0013;0014;0015;24.565.710,00;4;JUIZDEFORA\tMGCORUMBÁ\tMSJOÃOPESSOA\tPBRIODEJANEIRO\tRJ;428;15056;184900;988280;559.151,65;1.607,91;20,00;8,00;4,00;0,00;2.000.000,00;65.496.645,63;;
1699;08/08/2018;004;005;006;008;009;010;013;014;015;0040;0041;0042;0043;0044;0045;23.021.262,00;4;FRUTAL\tMGTeresina\tPIRIODEJANEIRO\tRJCAXIASDOSUL\tRS;360;13161;175777;939821;517.657,12;1.769,77;20,00;8,00;4,00;0,00;2.000.000,00;64.980.505,64;
1698;06/08/2018;002;003;004;005;008;009;013;014;016;0020;0021;0022;0023;0024;0025;22.564.796,00;1;RIODEJANEIRO\tRJ;337;12110;162720;941220;2.035.140,86;1.858,15;20,00;8,00;4,00;0,00;2.000.000,00;64.502.668,30;
1697;03/08/2018;003;004;006;007;010;013;017;018;019;0030;0031;0032;0033;0034;0035;23.566.984,00;1;SÃOJOSÉDORIOPRETO\tSP;360;13785;171141;1011833;2.058.401,06;1.759,32;20,00;8,00;4,00;0,00;2.000.000,00;64.033.020,40;
1696;01/08/2018;002;004;005;007;008;010;012;013;014;0020;0021;0022;0023;0024;0025;22.026.452,00;4;PONTENOVA\tMGRIBEIRÃODASNEVES\tMGSANTAROSADOSUL\tSC;733;20917;226800;1056340;351.511,25;843,16;20,00;8,00;4,00;0,00;1.700.000,00;63.558.004,77;
1695;30/07/2018;001;004;005;009;011;013;014;017;018;0010;0011;0012;0013;0014;0015;21.798.514,00;1;VILAVELHA\tES;388;14543;184427;1021897;1.636.014,07;1.853,42;20,00;8,00;4,00;0,00;1.700.000,00;63.233.532,84;
1694;27/07/2018;001;002;003;004;005;009;011;012;013;0010;0011;0012;0013;0014;0015;22.397.434,00;1;MOGIDASCRUZES\tSP;397;15148;196220;1078738;1.602.261,95;1.774,03;20,00;8,00;4,00;0,00;1.700.000,00;62.855.991,13;
1693;25/07/2018;001;003;004;006;007;008;011;014;016;0010;0011;0012;0013;0014;0015;22.173.254,00;1;Sorocaba\tSP;456;11157;144640;824537;2.244.759,98;1.514,69;20,00;8,00;4,00;0,00;1.700.000,00;62.486.238,36;
1692;23/07/2018;003;005;006;007;010;012;014;015;017;0030;0031;0032;0033;0034;0035;22.314.246,00;5;FORTALEZA\tCEBRASÍLIA\tDFTRÊSMARIAS\tMGSORRISO\tMTFRANCA\tSP;757;22078;229172;1073638;282.425,55;819,96;20,00;8,00;4,00;0,00;1.700.000,00;61.968.216,83;
1691;20/07/2018;001;002;003;004;005;007;008;010;011;0010;0011;0012;0013;0014;0015;22.891.200,00;2;SERRA\tESSÃOPAULO\tSP;596;16502;212166;977178;907.063,17;1.337,94;20,00;8,00;4,00;0,00;1.700.000,00;61.642.341,19;
1690;18/07/2018;001;002;004;005;007;008;010;013;015;0010;0011;0012;0013;0014;0015;22.466.648,00;5;GOIÂNIA\tGOCUIABÁ\tMTCuritiba\tPRPENÁPOLIS\tSPSÃOPAULO\tSP;751;19856;208115;1041903;319.362,55;934,61;20,00;8,00;4,00;0,00;1.700.000,00;61.223.696,65;
1689;16/07/2018;001;002;006;007;009;010;011;013;014;0010;0011;0012;0013;0014;0015;31.606.300,00;2;SELVÍRIA\tMSSÃOPAULO\tSP;559;18710;233284;1309485;2.430.796,19;1.558,46;20,00;8,00;4,00;0,00;1.700.000,00;60.855.201,40;
1688;13/07/2018;001;003;004;005;006;007;008;010;013;0010;0011;0012;0013;0014;0015;24.002.036,00;0;;410;15491;185881;1036429;0,00;1.523,65;20,00;8,00;4,00;2.030.267,46;5.000.000,00;60.201.818,72;
1687;11/07/2018;001;002;003;004;006;007;009;010;014;0010;0011;0012;0013;0014;0015;22.236.028,00;2;JUIZDEFORA\tMGSÃOBERNARDODOCAMPO\tSP;426;14727;135226;820768;1.132.890,50;1.636,53;20,00;8,00;4,00;0,00;1.700.000,00;59.733.295,45;
1686;09/07/2018;002;004;005;006;009;010;013;015;017;0020;0021;0022;0023;0024;0025;18.542.884,00;3;ALAGOINHAS\tBAVITÓRIA\tESCuritiba\tPR;413;14342;166564;860773;451.324,07;1.441,04;20,00;8,00;4,00;0,00;1.700.000,00;59.210.422,91;
1685;06/07/2018;001;002;003;005;006;007;011;012;014;0010;0011;0012;0013;0014;0015;20.800.320,00;3;SALVADOR\tBABRASÍLIA\tDFGOIÂNIA\tGO;625;16575;159426;827827;621.616,97;1.311,54;20,00;8,00;4,00;0,00;1.700.000,00;58.897.967,78;
1684;04/07/2018;002;004;007;009;010;012;013;014;015;0020;0021;0022;0023;0024;0025;23.503.922,00;4;SALVADOR\tBABRASÍLIA\tDFJOBOATÃODOSGUARARAPES\tPESÃOJOÃODEMERITI\tRJ;433;17841;216923;1069149;434.522,89;1.764,42;20,00;8,00;4,00;0,00;1.700.000,00;58.467.617,57;
1683;02/07/2018;001;002;003;005;009;010;011;013;015;0010;0011;0012;0013;0014;0015;19.272.870,00;3;VARGINHA\tMGDUQUEDECAXIAS\tRJNOVAIGUAÇU\tRJ;544;17141;190734;964295;398.698,11;966,46;20,00;8,00;4,00;0,00;1.700.000,00;58.066.519,51;
1682;29/06/2018;001;004;005;006;007;009;012;013;015;0010;0011;0012;0013;0014;0015;23.150.122,00;3;INHUMAS\tGOFORMIGA\tMGPINHAIS\tPR;655;18768;199683;1044807;588.976,22;1.185,75;20,00;8,00;4,00;0,00;1.700.000,00;57.790.497,73;
1681;27/06/2018;001;002;003;007;008;010;011;012;015;0010;0011;0012;0013;0014;0015;18.498.284,00;8;SOBRAL\tCEBELOHORIZONTE\tMGUBERLÂNDIA\tMGARARAS\tSPCOTIA\tSPSANTABARBARADOOESTE\tSPSÃOPAULO\tSP;533;14709;158950;828206;178.602,81;1.178,33;20,00;8,00;4,00;0,00;1.700.000,00;57.382.744,96;
1680;25/06/2018;001;002;003;007;008;010;011;012;013;0010;0011;0012;0013;0014;0015;21.359.420,00;2;MACEIÓ\tALSALVADOR\tBA;782;26705;244221;1101865;537.770,69;604,55;20,00;8,00;4,00;0,00;1.700.000,00;57.053.016,68;
1679;22/06/2018;005;007;008;009;010;011;012;014;015;0050;0051;0052;0053;0054;0055;26.455.588,00;7;BRASÍLIA\tDFABADIÂNIA\tGOGOIÂNIA\tGOBELOHORIZONTE\tMGPARAGOMINAS\tPAGUARULHOS\tSPSÃOBERNARDODOCAMPO\tSP;528;16811;210187;1122138;605.841,28;1.879,56;20,00;8,00;4,00;0,00;1.700.000,00;56.804.814,82;
1678;20/06/2018;001;003;004;005;006;008;009;014;016;0010;0011;0012;0013;0014;0015;21.657.262,00;0;;310;12172;156188;884182;0,00;1.968,40;20,00;8,00;4,00;1.983.160,99;4.800.000,00;56.283.800,67;
1677;18/06/2018;001;004;005;006;009;011;012;014;015;0010;0011;0012;0013;0014;0015;22.088.872,00;4;IPORÃ\tPRLAGUNA\tSCCOROADOS\tSPSÃOPAULO\tSP;212;9128;128490;784877;594.386,91;3.450,72;20,00;8,00;4,00;0,00;1.700.000,00;55.826.148,13;
1676;15/06/2018;003;004;008;009;010;012;013;014;015;0030;0031;0032;0033;0034;0035;22.845.172,00;4;BRASÍLIA\tDFLAGAMAR\tMGSÃOPAULO\tSP;526;23483;212728;1070914;392.218,88;1.311,05;20,00;8,00;4,00;0,00;1.700.000,00;55.277.483,29;
1675;13/06/2018;001;002;003;005;007;008;009;012;014;0010;0011;0012;0013;0014;0015;22.340.558,00;1;FLORESDACUNHA\tRS;495;18009;219899;1092382;1.453.985,03;1.291,13;20,00;8,00;4,00;0,00;1.700.000,00;54.915.435,08;
1674;11/06/2018;001;002;004;005;009;010;011;012;015;0010;0011;0012;0013;0014;0015;22.511.056,00;2;JATAÍ\tGOTABATINGA\tSP;471;15644;184130;957153;942.725,68;1.759,59;20,00;8,00;4,00;0,00;1.700.000,00;54.579.900,07;
1673;08/06/2018;001;002;004;005;007;009;011;012;015;0010;0011;0012;0013;0014;0015;24.516.014,00;6;SALVADOR\tBAJUAZEIRODONORTE\tCEBELOHORIZONTE\tMGITAUEIRA\tPILUCELIA\tSP;761;24005;251019;1159377;265.549,83;920,30;20,00;8,00;4,00;0,00;1.700.000,00;54.144.795,91;
1672;06/06/2018;002;003;005;006;008;009;011;017;018;0020;0021;0022;0023;0024;0025;23.460.408,00;2;DIAMANTINA\tMGRIODEJANEIRO\tRJ;382;16537;202893;1066690;898.459,93;1.447,38;20,00;8,00;4,00;0,00;1.700.000,00;53.777.111,51;
1671;04/06/2018;001;003;004;005;008;009;010;012;014;0010;0011;0012;0013;0014;0015;22.976.412,00;3;BRASÍLIA\tDFBOMDESPACHO\tMGCAMPOGRANDE\tMS;570;17537;194249;1015510;605.656,21;1.401,17;20,00;8,00;4,00;0,00;1.700.000,00;53.362.437,69;
1670;01/06/2018;001;002;003;004;007;011;013;014;016;0010;0011;0012;0013;0014;0015;19.827.910,00;3;CATU\tBAFRANCA\tSPPOPULINA\tSP;285;11119;153360;891871;542.741,08;1.757,87;20,00;8,00;4,00;0,00;1.700.000,00;52.943.137,22;
1669;30/05/2018;001;002;003;005;006;007;008;009;012;0010;0011;0012;0013;0014;0015;22.173.420,00;2;CAMPINAS\tSPSÃOPAULO\tSP;300;11625;165429;934853;982.043,42;2.014,45;20,00;8,00;4,00;0,00;1.700.000,00;52.567.393,40;
1668;28/05/2018;004;005;006;008;011;012;014;016;017;0040;0041;0042;0043;0044;0045;21.253.992,00;3;JARAGUÁDOSUL\tSCPIRACICABA\tSPSÃOCAETANODOSUL\tSP;329;12702;163577;888101;621.589,60;1.744,00;20,00;8,00;4,00;0,00;1.700.000,00;52.114.142,59;
1667;25/05/2018;001;002;003;004;008;010;011;013;016;0010;0011;0012;0013;0014;0015;22.786.834,00;6;PORTOSEGURO\tBASALVADOR\tBABELOHORIZONTE\tMGPRIMAVERADOLESTE\tMTPORTEL\tPARIBERÃOPIRES\tSP;725;29109;242393;1137737;212.762,32;773,97;20,00;8,00;4,00;0,00;1.700.000,00;51.683.811,32;
1666;23/05/2018;001;002;005;006;008;009;010;012;013;0010;0011;0012;0013;0014;0015;23.219.534,00;3;TERESÓPOLIS\tRJITAQUAQUECETUBA\tSPSANTOS\tSP;535;16408;186414;1018603;632.695,28;1.559,48;20,00;8,00;4,00;0,00;1.700.000,00;51.389.217,34;
1665;21/05/2018;001;002;004;005;008;010;012;013;015;0010;0011;0012;0013;0014;0015;23.738.082,00;1;SÃOPAULO\tSP;458;17065;207195;1078984;1.808.848,91;1.736,02;20,00;8,00;4,00;0,00;1.700.000,00;50.951.197,52;
1664;18/05/2018;002;004;005;006;007;008;011;013;015;0020;0021;0022;0023;0024;0025;25.730.428,00;4;BRASÍLIA\tDFSURUBIM\tPECuritiba\tPRGUARAÍ\tTO;499;19025;231330;1122528;504.220,06;1.776,63;20,00;8,00;4,00;0,00;1.700.000,00;50.533.770,84;
1663;16/05/2018;001;002;003;005;006;007;009;011;012;0010;0011;0012;0013;0014;0015;25.183.224,00;7;FORTALEZA\tCERIODEJANEIRO\tRJPORTOALEGRE\tRSSÃOBERNARDODOCAMPO\tSPSÃOPAULO\tSP;714;24415;205537;1032498;302.520,32;1.303,68;20,00;8,00;4,00;0,00;1.700.000,00;50.068.336,94;
1662;14/05/2018;001;002;003;005;008;010;011;013;014;0010;0011;0012;0013;0014;0015;24.697.742,00;8;SANTANADOIPANEMA\tALAMARGOSA\tBAJUAZEIRODONORTE\tCESÃOPATRÍCIO\tGOTeresina\tPISÃOCARLOS\tSPSÃOPAULO\tSP;1197;39565;262486;1224341;165.946,57;487,50;20,00;8,00;4,00;0,00;1.700.000,00;49.579.650,26;
1661;11/05/2018;002;003;005;006;007;010;011;012;013;0020;0021;0022;0023;0024;0025;27.202.634,00;4;ARAGUARI\tMGCUIABÁ\tMTGRAVATAÍ\tRSSÃOPAULO\tSP;622;19801;229526;1202367;540.363,75;1.527,47;20,00;8,00;4,00;0,00;1.700.000,00;49.273.287,35;
1660;09/05/2018;001;002;003;007;008;010;011;013;014;0010;0011;0012;0013;0014;0015;26.481.312,00;25;\tBA;1775;31898;277901;1250255;65.834,33;407,57;20,00;8,00;4,00;0,00;1.700.000,00;48.774.490,04;
1659;07/05/2018;002;004;007;008;009;010;012;014;015;0020;0021;0022;0023;0024;0025;25.748.896,00;2;IMPERATRIZ\tMA;499;17893;217230;1086367;1.073.980,53;1.892,10;20,00;8,00;4,00;0,00;1.700.000,00;48.394.676,62;
1658;04/05/2018;002;004;005;006;007;008;012;013;015;0020;0021;0022;0023;0024;0025;37.652.070,00;5;CAMPOSDOSGOYTACAZES\tRJRIODEJANEIRO\tRJTUBARÃO\tSCGUARULHOS\tSPSÃOPAULO\tSP;675;21933;280554;1612949;1.021.324,26;1.490,64;20,00;8,00;4,00;0,00;1.700.000,00;47.898.993,29;
1657;02/05/2018;003;004;006;008;009;010;012;015;017;0030;0031;0032;0033;0034;0035;20.829.654,00;0;;451;13210;158253;865738;0,00;1.789,94;20,00;8,00;4,00;1.836.529,90;4.500.000,00;47.144.356,81;
1656;30/04/2018;002;003;004;005;007;010;011;012;013;0020;0021;0022;0023;0024;0025;24.218.672,00;3;BRASÍLIA\tDFMORUNGABA\tSPSÃOBENTODOSAPUCAI\tSP;502;20657;243105;1212939;498.814,14;1.310,31;20,00;8,00;4,00;0,00;1.200.000,00;46.720.542,21;
1655;27/04/2018;001;002;003;005;006;007;010;012;014;0010;0011;0012;0013;0014;0015;26.210.232,00;2;BELOHORIZONTE\tMGLONDRINA\tPR;465;17461;209847;1130489;1.094.728,95;1.448,77;20,00;8,00;4,00;0,00;1.700.000,00;46.375.209,33;
1654;25/04/2018;001;002;003;004;006;010;011;013;016;0010;0011;0012;0013;0014;0015;48.040.662,00;5;GOIÂNIA\tGOPLANALTINA\tGOPEDROOSÓRIO\tRSITAPEMA\tSCPENÁPOLIS\tSP;799;31392;379563;2102630;1.738.411,88;1.533,24;20,00;8,00;4,00;0,00;1.700.000,00;45.869.949,82;
1653;23/04/2018;002;004;005;006;007;012;014;015;017;0020;0021;0022;0023;0024;0025;27.891.256,00;0;;516;22629;230478;1216705;0,00;1.336,90;20,00;8,00;4,00;4.710.619,13;7.500.000,00;44.951.155,90;
1652;20/04/2018;002;003;004;005;006;007;010;011;014;0020;0021;0022;0023;0024;0025;25.245.848,00;0;;355;12982;164223;986224;0,00;2.139,67;20,00;8,00;4,00;2.468.636,10;4.000.000,00;44.433.775,19;
1651;18/04/2018;001;002;003;004;006;007;008;010;016;0010;0011;0012;0013;0014;0015;35.757.964,00;4;RIODEJANEIRO\tRJSÃOJOSÉDOSCAMPOS\tSPSÃOPAULO\tSPVÁRZEAPAULISTA\tSP;410;18842;217100;1327871;1.386.784,84;2.757,56;20,00;8,00;4,00;0,00;1.700.000,00;43.864.089,94;
1650;16/04/2018;003;004;005;008;010;013;014;015;016;0030;0031;0032;0033;0034;0035;24.382.038,00;0;;364;14308;201728;1138409;0,00;1.583,01;20,00;8,00;4,00;1.872.697,38;4.500.000,00;43.016.141,77;
1649;13/04/2018;004;005;008;009;012;013;014;015;016;0040;0041;0042;0043;0044;0045;26.993.030,00;2;RIODEJANEIRO\tRJSÃOCAETANODOSUL\tSP;539;22331;224215;1222163;1.040.196,59;1.696,58;20,00;8,00;4,00;0,00;1.700.000,00;42.583.980,84;
1648;11/04/2018;004;009;010;011;012;013;015;016;017;0040;0041;0042;0043;0044;0045;25.111.142,00;1;ARAPUTANGA\tMT;369;13907;195213;1005925;2.284.989,88;1.905,35;20,00;8,00;4,00;0,00;1.700.000,00;42.103.890,10;
1647;09/04/2018;001;002;004;007;008;009;010;012;014;0010;0011;0012;0013;0014;0015;24.049.260,00;5;PATOSDEMINAS\tMGTeresina\tPIVACARIA\tRSBARUERI\tSPJACAREÍ\tSP;926;27970;254545;1159597;290.384,06;689,20;20,00;8,00;4,00;0,00;1.700.000,00;41.576.584,74;
